"Thrust Speed Average, mm/min",USCSID,lv,Nvalue,"Total thrust force, MN",[99] Average shield jack stroke,"No.1 Screw revolution, min-1","Cutter Torque, MN-m","No.1 Screw Torque, MN-m",[58] Cutter Speed,[66] No.1 Gate stroke,"Soil Pressure, kPa",[628] Thrust Num Selected
24,4,26.15,6.33,24.818,909,4.2,5.529,1.229,0.5,100,287,22
24,4,26.15,6.33,24.757,868,4.2,5.498,1.237,0.5,100,291.5,22
24,6,15.08,5.25,9.867,2209,4.3,5.15,0.838,0.5,0,275.5,22
24,5,21.88,3,20.011,877,4.3,5.769,1.065,0.5,42,232,13
24,5,21.88,3,18.141,1037,4.3,5.79,1.059,0.5,43,228.5,13
24,4,26.13,6.33,23.108,1788,4.4,5.264,1.117,0.5,100,271.5,23
24,4,26.18,6.33,24.375,1696,4.4,6.841,1.166,0.5,50,292.5,20
24,5,21.87,3,19.172,1363,4.5,5.474,1.028,0.5,40,211.5,14
24,4,26.15,6.33,25.019,888,4.5,5.43,1.318,0.5,100,302.5,22
24,4,26.15,6.33,24.003,929,4.5,5.491,1.234,0.5,100,287.5,22
24,6,15.08,5.25,9.299,2209,4.8,5.076,0.842,0.5,0,285,22
24,5,21.88,3,18.96,1477,4.8,5.637,1.002,0.5,41,232.5,13
24,4,26.18,6.33,24.328,1736,4.9,6.818,1.216,0.5,50,301.5,20
24,5,24.76,1.71,17.762,2094,7.5,5.67,1.538,0.5,60,402.5,23
25,4,26.07,39.5,1.137,581,0,4.441,0.93,0.9,1,195,22
25,5,21.83,2.43,2.668,524,0,5.658,1.042,0,34,167,18
25,4,26.16,6.33,4.453,587,0,6.026,0.906,0.5,100,218,16
25,4,26.15,6.33,24.846,768,2.3,5.518,1.05,0.5,100,274.5,22
25,2,28.8,13.17,25.749,593,2.9,5.713,0.77,0.5,88,287.5,23
25,3,28.78,6,27.534,2124,2.9,5.912,1.221,0.5,76,280,23
25,5,21.54,2.71,20.011,1413,2.9,5.924,0.913,0.5,31,202.5,18
25,3,28.77,6,28.898,592,3,5.888,0.939,0.5,72,303,25
25,3,28.78,6,27.494,1724,3.1,6.022,1.23,0.5,76,279.5,23
25,3,28.78,6,27.396,2044,3.3,6.004,1.122,0.5,76,284.5,23
25,4,26.15,6.33,22.881,989,3.4,5.473,1.127,0.5,100,272.5,22
25,4,26.15,6.33,23.356,1068,3.4,5.478,1.09,0.5,100,278.5,22
25,3,28.78,6,27.189,2105,3.4,5.982,1.072,0.5,76,277,23
25,5,21.55,2.71,18.42,1287,3.5,5.824,0.912,0.5,34,207,17
25,5,21.88,3,19.392,1213,3.5,5.583,0.92,0.5,36,230,13
25,5,21.52,2.71,20.916,1265,3.8,5.685,0.941,0.5,34,220,15
25,5,21.88,3,20.309,577,4,5.701,1.007,0.5,43,228,13
25,4,26.15,6.33,23.88,969,4.2,5.489,1.198,0.5,100,283.5,22
25,5,21.79,2.43,17.472,1404,4.2,5.927,0.882,0.5,52,200.5,19
25,5,21.55,2.71,17.715,807,4.4,5.865,0.91,0.5,36,202.5,14
25,5,21.88,3,19.47,1177,4.4,5.656,1.053,0.5,40,231.5,13
25,4,26.18,6.33,24.505,1756,4.9,6.839,1.24,0.5,50,308,20
25,5,21.81,2.43,19.012,802,4.9,5.735,0.928,0.5,31,205,20
25,6,18.45,10.38,9.043,2197,5,4.97,0.881,0.5,0,271.5,22
25,3,29.8,6.43,12.165,2181,8.4,5.023,0.997,0.5,1,277,22
26,5,21.88,3,28.157,1156,0.2,5.786,1.14,0.5,55,333.5,21
26,5,21.88,3,20.114,577,0.4,5.387,0.873,0.5,57,258.5,21
26,5,31.93,11.43,21.918,559,2.1,5.597,1.058,0.5,51,269.5,20
26,5,23.73,5.43,17.717,570,2.6,5.469,1.268,0.5,61,393,21
26,5,31.8,11.43,22.692,570,2.7,5.226,1.141,0.5,45,281.5,22
26,5,21.88,3,23.863,1656,3.1,5.642,1.023,0.5,54,285,21
26,3,28.78,6,27.875,2144,3.2,5.958,1.164,0.5,76,288.5,23
26,4,26.18,6.33,25.616,876,3.3,7.912,1.148,0.5,100,306,20
26,5,23.08,4.43,16.464,562,3.4,5.509,1.145,0.5,51,395.5,21
26,5,21.88,3,19.902,573,3.9,5.457,0.992,0.5,34,227.5,14
26,5,21.88,3,19.759,753,4.1,5.347,0.965,0.5,36,224,14
26,5,21.88,3,24.238,1476,4.2,5.711,1.015,0.5,62,276,21
26,5,21.87,3,19.199,1202,4.3,5.499,0.918,0.5,40,211,14
26,5,21.87,3,19.154,1383,4.7,5.442,0.93,0.5,40,209,14
27,6,26.6,3.71,11.685,576,0.1,5.736,1.207,0.5,61,272.5,20
27,5,21.54,2.71,22.636,841,3.2,5.842,1.001,0.5,34,218.5,15
27,4,26.18,6.33,24.704,917,3.5,7.221,1.139,0.5,100,308.5,20
27,3,28.44,11.8,22.234,652,3.8,5.223,1.003,0.5,100,282.5,22
27,5,21.54,2.71,22.144,1213,3.9,5.912,0.888,0.5,31,205,15
27,5,31.93,11.43,28.087,1179,3.9,5.322,1.115,0.5,51,287,20
27,4,26.18,6.33,24.339,857,4.1,7.293,1.107,0.5,100,298.5,20
27,4,26.18,6.33,24.516,836,4.1,6.599,1.056,0.5,100,296,20
27,5,31.93,11.43,28.819,980,4.2,5.418,1.133,0.5,51,303.5,20
27,5,21.54,2.71,22.844,1463,4.2,5.853,1.034,0.5,35,241,15
27,4,26.18,6.33,26.018,937,4.3,8.227,1.103,0.5,100,314.5,20
27,5,31.93,11.43,26.407,1479,5,5.516,1.095,0.5,51,283.5,20
27,5,31.66,11.43,24.993,1373,5.1,5.301,1.27,0.5,64,308.5,24
27,5,21.55,2.71,17.353,2150,5.2,5.88,0.918,0.5,0,224.5,18
27,1,26.57,21,19.95,625,6.2,5.187,0.793,0.5,100,265.5,23
27,4,26.18,6.33,21.654,635,6.7,5.939,1.07,0.5,100,275.5,20
28,5,21.53,2.71,27.57,2072,1.2,5.617,0.726,0,30,203.5,15
28,3,28.77,6.57,24.68,597,1.4,5.882,0.892,0.5,87,265.5,24
28,6,26.63,3.71,20.609,605,1.8,5.836,1.514,0.5,37,297.5,22
28,2,28.8,13.17,25.556,592,2.1,5.431,0.842,0.5,88,298,23
28,2,28.8,13.17,25.062,604,2.2,5.62,0.68,0.5,89,295,23
28,5,27.39,4,19.278,592,2.2,5.126,0.904,0.5,47,264.5,19
28,2,28.79,13.17,25.367,587,2.2,5.515,1.058,0.5,88,284,23
28,5,23.77,5.43,17.945,573,2.2,5.588,1.221,0.4,61,402.5,21
28,5,21.88,3,24.563,976,3,5.402,1.06,0.5,50,289,21
28,4,26.18,6.33,24.802,776,3.3,7.544,0.947,0.5,100,287,20
28,5,21.52,2.71,23.154,2145,3.5,6.013,1.038,0.5,31,233,16
28,5,21.53,2.71,23.363,634,3.5,5.824,0.968,0.5,32,206.5,15
28,5,21.54,2.71,22.968,1061,3.6,5.853,1.008,0.5,34,236.5,15
28,5,21.54,2.71,22.515,1741,3.7,5.797,0.931,0.5,34,225,15
28,5,21.52,2.71,23.855,1525,3.7,5.833,1.045,0.5,31,246,15
28,5,21.54,2.71,22.531,1613,3.8,5.895,0.986,0.5,30,240,18
28,5,21.53,2.71,25.905,2032,3.9,5.633,0.656,0,30,192,15
28,1,26.58,21,20.376,618,4,5.172,1.02,0.5,100,275,22
28,5,21.52,2.71,22.331,805,4.1,5.805,0.907,0.5,36,223.5,14
28,5,21.52,2.71,22.201,1945,4.1,5.849,0.95,0.5,32,224,16
28,5,21.53,2.71,23.22,852,4.1,5.86,1.007,0.5,31,214.5,15
28,5,21.52,2.71,20.489,1465,4.2,5.796,0.902,0.5,34,207,15
28,5,21.54,2.71,19.927,2181,4.2,5.902,0.897,0.5,0,211.5,17
28,5,21.54,2.71,22.316,1681,4.2,5.9,0.99,0.5,34,229.5,15
28,5,21.54,2.71,21.986,1453,4.3,5.968,0.949,0.5,31,223.5,18
28,5,21.52,2.71,23.278,585,4.3,5.84,0.893,0.5,36,219,14
28,5,31.8,11.43,25.306,1989,4.3,5.333,1.151,0.5,45,284,22
28,5,21.88,3,24.48,776,4.4,5.454,1.067,0.5,57,282,21
28,5,21.54,2.71,21.951,1961,4.4,5.749,0.96,0.5,33,219,14
28,5,21.52,2.71,21.284,1405,4.4,5.704,0.964,0.5,34,216.5,15
28,5,21.52,2.71,21.65,1205,4.5,5.814,0.933,0.5,35,221,15
28,3,28.77,6.57,23.604,607,4.6,5.496,0.982,0.5,87,266.5,23
28,5,21.52,2.71,22.637,645,4.6,5.817,0.959,0.5,36,220,14
28,5,21.52,2.71,20.634,2188,4.6,5.982,1.01,0.5,0,235.5,16
28,5,21.52,2.71,21.934,705,4.7,5.731,0.921,0.5,36,211.5,14
28,5,21.53,2.71,27.295,2112,4.7,5.65,0.744,0,30,205,15
28,5,21.54,2.71,23.379,1341,4.7,5.903,1.034,0.5,35,239.5,15
28,5,21.52,2.71,21.133,1185,4.7,5.816,0.937,0.5,35,212,15
28,5,31.93,11.43,29.258,1999,4.7,5.616,1.083,0.5,51,285,20
28,4,26.18,6.33,25.235,896,4.8,6.8,1.169,0.5,100,306,20
28,5,21.52,2.71,21.878,1365,4.8,5.757,0.968,0.5,34,225.5,15
28,5,21.52,2.71,21.937,1425,4.8,5.768,0.993,0.5,34,227.5,15
28,5,31.93,11.43,28.413,780,4.8,5.447,1.085,0.5,51,284.5,20
28,5,21.54,2.71,23.066,733,4.9,5.858,0.954,0.5,30,234,15
28,1,26.55,21,21.321,624,5,5.079,1.148,0.5,100,286,23
28,5,21.53,2.71,26.555,2052,5,5.633,0.71,0,30,199.5,15
28,5,21.53,2.71,20.988,2012,5.1,5.87,1.03,0.5,30,231,15
28,5,21.53,2.71,27.47,2092,5.3,5.633,0.723,0,30,204.5,15
28,5,21.87,3,17.984,1605,6.2,5.514,0.896,0.5,0,207,14
29,6,28.48,5.13,22.483,574,0.4,2.889,1.202,0.9,53,288.5,21
29,3,29.68,6.43,24.199,592,2.1,5.57,1.013,0.5,100,290.5,25
29,5,21.88,3,32.787,636,2.5,5.544,1.003,0.5,40,273,20
29,3,28.76,6.57,25.308,606,2.6,5.719,0.984,0.5,87,299,23
29,3,28.78,6.57,25.6,615,3,5.685,0.99,0.5,87,281.5,24
29,5,21.54,2.71,23.796,622,3.2,5.75,0.87,0.5,36,223.5,15
29,5,21.53,2.71,22.455,1972,3.3,5.851,0.968,0.5,32,223.5,15
29,5,21.54,2.71,22.883,1322,3.4,5.858,1.011,0.5,35,226.5,15
29,5,31.93,11.43,25.368,580,3.5,5.485,1.075,0.5,51,267,20
29,5,21.54,2.71,22.481,2013,3.5,5.912,1.012,0.5,28,233,17
29,1,26.56,21,20.862,625,3.6,5.143,1.093,0.5,100,295,21
29,5,21.54,2.71,21.505,1433,3.6,5.96,0.918,0.5,31,213.5,18
29,5,21.54,2.71,23.234,1241,3.7,5.844,1.061,0.5,34,238.5,15
29,5,21.88,3,23.054,1876,3.7,5.763,1.067,0.5,57,282.5,19
29,1,26.54,21,21.675,619,3.7,5.127,0.788,0.5,100,283,25
29,5,21.53,2.71,22.101,1652,3.9,5.841,0.948,0.5,32,209,15
29,5,21.54,2.71,23.04,1181,3.9,5.907,1.065,0.5,34,229.5,15
29,5,21.54,2.71,22.539,1801,3.9,5.895,1.003,0.5,34,232.5,15
29,5,21.53,2.71,22.429,1112,3.9,5.834,1.02,0.5,29,219,15
29,5,21.52,2.71,22.32,1505,3.9,5.842,0.944,0.5,31,219,15
29,5,21.53,2.71,22.156,1192,4,5.845,0.951,0.5,29,204.5,15
29,5,21.53,2.71,22.066,1872,4,5.844,0.952,0.5,32,214,15
29,5,21.54,2.71,22.921,1293,4,5.91,0.988,0.5,31,231,15
29,5,31.66,11.43,26.609,773,4,5.466,1.018,0.5,64,314,24
29,5,21.52,2.71,21.489,2085,4,5.843,0.927,0.5,32,210,16
29,5,21.53,2.71,22.417,1072,4,5.823,0.919,0.5,29,219.5,15
29,5,21.54,2.71,22.504,1053,4,5.916,0.954,0.5,28,228.5,15
29,5,21.54,2.71,22.351,2121,4.1,5.844,0.966,0.5,33,222.5,15
29,5,21.54,2.71,22.516,1621,4.1,5.911,0.997,0.5,34,228.5,15
29,5,21.53,2.71,22.58,952,4.1,5.84,0.964,0.5,31,219,15
29,5,21.53,2.71,22.454,1772,4.1,5.82,0.967,0.5,32,225.5,15
29,5,21.53,2.71,22.365,1472,4.1,5.941,0.903,0.5,30,224.5,15
29,5,21.54,2.71,22.893,1861,4.1,5.877,0.99,0.5,34,231,16
29,5,21.53,2.71,22.003,1912,4.1,5.809,0.962,0.5,32,209.5,15
29,5,21.53,2.71,22.051,1412,4.2,5.895,0.949,0.5,31,214.5,15
29,5,21.53,2.71,22.015,1032,4.2,5.82,0.898,0.5,29,213.5,15
29,5,21.54,2.71,22.454,1521,4.2,5.863,0.94,0.5,34,230,15
29,5,21.52,2.71,21.305,2125,4.2,6.016,0.927,0.5,31,199.5,16
29,5,21.53,2.71,23.056,913,4.2,5.865,0.999,0.5,31,226,15
29,5,21.54,2.71,22.197,1441,4.2,5.888,0.985,0.5,35,224,15
29,5,21.54,2.71,22.848,1641,4.2,5.892,1.003,0.5,34,239,15
29,5,21.54,2.71,22.663,1113,4.2,5.934,1.02,0.5,28,229.5,15
29,5,21.53,2.71,23.124,792,4.2,5.81,0.96,0.5,32,224,15
29,5,21.53,2.71,22.507,1532,4.2,5.943,0.972,0.5,30,224.5,15
29,5,21.53,2.71,21.706,1592,4.2,5.932,0.951,0.5,30,205.5,15
29,5,21.55,2.71,20.637,1967,4.2,5.793,0.884,0.5,37,206.5,18
29,5,21.53,2.71,22.354,612,4.3,5.805,0.865,0.5,32,177.5,15
29,5,21.53,2.71,22.754,1512,4.3,5.946,0.987,0.5,30,228.5,15
29,5,21.53,2.71,23.607,692,4.3,5.826,1.024,0.5,32,219.5,15
29,5,21.53,2.71,23.56,732,4.3,5.876,0.961,0.5,32,229.5,15
29,5,21.54,2.71,22.614,1402,4.3,5.872,0.98,0.5,35,232.5,15
29,5,21.54,2.71,22.748,653,4.3,5.815,0.961,0.5,30,220,15
29,5,21.53,2.71,22.068,1852,4.3,5.82,0.923,0.5,32,216.5,15
29,5,21.52,2.71,21.791,1725,4.3,5.899,0.91,0.5,31,215,16
29,5,21.53,2.71,23.356,752,4.4,5.825,0.967,0.5,32,231,15
29,5,31.8,11.43,22.165,2152,4.4,5.25,1.111,0.5,45,270,22
29,5,21.54,2.71,22.491,1561,4.4,5.93,0.967,0.5,34,231.5,15
29,5,21.54,2.71,22.44,1381,4.4,5.869,0.989,0.5,35,228.5,15
29,5,21.52,2.71,22.388,905,4.4,5.827,0.982,0.5,36,226.5,15
29,5,21.53,2.71,22.287,1692,4.4,5.825,0.928,0.5,32,220,15
29,5,21.53,2.71,22.342,972,4.4,5.85,0.954,0.5,31,222,15
29,5,21.52,2.71,22.958,1965,4.4,5.874,1,0.5,32,236,16
29,5,21.53,2.71,22.87,812,4.4,5.826,0.961,0.5,32,221,15
29,5,21.54,2.71,22.329,1333,4.5,5.901,0.968,0.5,31,223.5,15
29,5,21.53,2.71,24.405,672,4.5,5.84,1.046,0.5,32,228.5,15
29,5,21.54,2.71,22.915,1233,4.5,5.944,0.932,0.5,31,221,15
29,5,21.53,2.71,21.87,1752,4.5,5.815,0.926,0.5,32,206.5,15
29,5,21.54,2.71,23.626,893,4.6,5.802,1.01,0.5,30,235,15
29,5,21.52,2.71,23.278,1985,4.6,5.874,1.008,0.5,32,247,16
29,5,21.53,2.71,22.03,1572,4.6,5.954,0.968,0.5,30,213,15
29,5,21.54,2.71,22.648,1133,4.6,5.943,1.015,0.5,28,231.5,15
29,5,21.53,2.71,21.737,1352,4.6,5.924,0.934,0.5,31,208.5,15
29,5,21.52,2.71,21.46,1125,4.6,5.851,0.938,0.5,35,215.5,15
29,5,31.8,11.43,26.257,1390,4.6,5.31,1.134,0.5,45,286,22
29,5,21.54,2.71,22.763,953,4.7,5.78,0.949,0.5,30,224,15
29,5,21.52,2.71,21.123,1645,4.7,5.826,0.932,0.5,31,199.5,15
29,5,21.54,2.71,23.095,1122,4.7,5.921,1.03,0.5,34,237.5,15
29,5,21.52,2.71,21.263,1705,4.7,5.882,0.831,0.5,31,207.5,16
29,5,21.54,2.71,22.911,613,4.7,5.8,0.965,0.5,30,228,15
29,5,21.52,2.71,21.222,1345,4.7,5.814,0.937,0.5,34,214,15
29,5,21.54,2.71,22.743,673,4.8,5.812,0.945,0.5,30,218,15
29,5,31.93,11.43,26.806,1379,4.8,5.494,1.141,0.5,51,283,20
29,5,21.52,2.71,21.38,2045,4.8,5.849,0.9,0.5,32,204.5,16
29,5,21.52,2.71,21.923,1285,4.8,5.739,0.983,0.5,34,226,15
29,5,21.54,2.71,22.083,1353,4.9,5.921,0.954,0.5,31,218,15
29,5,21.54,2.71,22.567,961,4.9,5.899,0.957,0.5,34,218,15
29,5,21.52,2.71,21.73,1305,4.9,5.783,0.952,0.5,34,223.5,15
29,5,21.52,2.71,21.148,1665,4.9,5.834,0.923,0.5,31,201.5,16
29,5,21.54,2.71,22.39,1473,4.9,5.965,0.983,0.5,31,229,18
29,5,21.54,2.71,23.794,833,4.9,5.803,0.99,0.5,30,245,15
29,5,21.52,2.71,22.692,1765,4.9,5.854,0.97,0.5,31,232,16
29,5,21.54,2.71,23.328,773,5,5.805,0.975,0.5,30,237.5,15
29,5,21.53,2.71,27.66,2132,5,5.535,0.731,0,30,200,15
29,5,21.54,2.71,22.894,713,5,5.867,0.97,0.5,30,231,15
29,5,21.52,2.71,21.357,1145,5.1,5.83,0.924,0.5,35,216,15
29,5,21.52,2.71,22.531,745,5.1,5.719,0.949,0.5,36,218.5,14
29,5,31.8,11.43,24.7,989,5.2,5.23,1.14,0.5,45,282,22
29,5,21.52,2.71,22.276,685,5.7,5.752,0.891,0.5,36,213,14
29,4,26.18,6.33,24.422,756,6.7,7.055,1.047,0.5,100,290.5,20
30,6,28.53,5.13,27.982,1390,0.3,3.087,1.246,0.9,53,296.5,21
30,6,22.59,4.71,19.302,586,2.2,5.671,1.264,0.5,57,353,17
30,3,28.76,6.57,24.877,595,2.4,6.111,0.725,0.5,87,292.5,24
30,3,30.05,6.43,23.137,589,2.5,5.511,1.076,0.5,100,298,25
30,5,21.53,2.71,24.231,652,3.3,5.86,1.008,0.5,32,226.5,15
30,5,21.53,2.71,23.203,772,3.3,5.83,0.984,0.5,32,223.5,15
30,3,29.56,6.43,24.202,595,3.3,5.509,0.728,0.5,100,277,24
30,5,21.83,2.43,21.69,1305,3.5,5.84,0.958,0.5,35,223.5,16
30,5,21.54,2.71,22.795,693,3.5,5.856,0.959,0.5,30,222.5,15
30,5,21.54,2.71,24.223,853,3.7,5.825,1.013,0.5,30,247,15
30,5,21.53,2.71,21.364,1392,3.7,5.923,0.909,0.5,31,203.5,15
30,5,21.52,2.71,21.632,1905,3.7,5.891,0.883,0.5,32,213,16
30,5,21.53,2.71,21.539,1332,3.8,5.912,0.947,0.5,31,208,15
30,5,21.55,2.71,22.029,667,3.8,5.931,0.898,0.5,34,206,14
30,5,21.83,2.43,22.557,1260,3.8,5.518,1.014,0.5,32,246,14
30,5,21.54,2.71,22.766,1853,3.9,5.984,0.985,0.5,30,237,17
30,5,21.53,2.71,22.254,1052,3.9,5.815,0.916,0.5,29,217,15
30,5,21.55,2.71,20.336,1747,3.9,5.829,0.892,0.5,35,206,17
30,5,21.53,2.71,22.703,1992,3.9,5.874,1.018,0.5,32,229.5,15
30,5,21.83,2.43,21.318,1787,3.9,5.853,0.933,0.5,36,214.5,18
30,5,21.55,2.71,24.012,607,3.9,5.932,0.882,0.5,34,226,16
30,5,21.53,2.71,21.999,1452,3.9,5.947,0.888,0.5,30,218,15
30,5,21.54,2.71,22.987,1513,4,5.974,1.037,0.5,31,242.5,18
30,5,21.53,2.71,22.923,1132,4,5.825,0.985,0.5,29,228,15
30,5,21.83,2.43,20.001,2153,4,5.775,0.907,0.5,0,207.5,16
30,5,21.52,2.71,21.864,1045,4,5.775,0.951,0.5,35,227.5,15
30,5,21.54,2.71,22.724,1493,4,5.962,1.012,0.5,31,237,18
30,5,21.54,2.71,23.209,981,4,5.868,1.026,0.5,34,231.5,15
30,5,21.54,2.71,22.568,1834,4.1,5.986,0.961,0.5,30,240,16
30,5,21.53,2.71,21.493,1372,4.1,5.924,0.903,0.5,31,205,15
30,5,21.88,3,32.661,736,4.1,5.654,1.083,0.5,50,312.5,20
30,6,20.87,19.25,20.348,1764,4.1,4.832,1.019,0.5,43,275.5,21
30,5,21.53,2.71,23.146,872,4.1,5.857,0.966,0.5,31,221.5,15
30,5,21.53,2.71,22.624,1793,4.2,5.864,0.982,0.5,32,224.5,15
30,5,21.54,2.71,22.54,1781,4.2,5.892,0.945,0.5,34,224,15
30,5,21.55,2.71,20.924,827,4.2,5.855,0.833,0.5,36,206,15
30,5,21.54,2.71,22.891,721,4.2,5.8,0.913,0.5,36,224.5,15
30,5,21.54,2.71,23.269,1221,4.2,5.882,1.038,0.5,34,243.5,15
30,5,21.88,3,32.833,697,4.2,5.638,1.028,0.5,50,294,20
30,5,21.55,2.71,21.22,1227,4.2,5.836,0.936,0.5,34,218,17
30,5,21.53,2.71,22.192,1712,4.3,5.834,0.918,0.5,32,217.5,15
30,5,21.54,2.71,21.679,1734,4.3,5.952,0.967,0.5,30,218,18
30,5,21.52,2.71,21.36,2065,4.3,5.87,0.922,0.5,32,208.5,16
30,5,21.54,2.71,22.601,1313,4.3,5.896,0.978,0.5,31,231,15
30,5,21.54,2.71,22.162,1033,4.3,5.887,0.936,0.5,28,216,15
30,5,21.52,2.71,21.208,1385,4.3,5.709,0.921,0.5,34,212.5,15
30,5,21.52,2.71,22.293,1745,4.3,5.893,0.953,0.5,31,223.5,16
30,5,21.54,2.71,22.509,1173,4.3,5.913,1.004,0.5,28,231.5,15
30,5,21.88,3,33.039,676,4.3,5.653,1.003,0.5,48,293,20
30,5,21.54,2.71,22.913,2035,4.3,5.944,1.05,0.5,27,237.5,17
30,5,21.53,2.71,22.069,1732,4.3,5.819,0.926,0.5,32,211.5,15
30,5,21.53,2.71,21.277,1312,4.4,5.911,0.915,0.5,31,193,15
30,5,21.52,2.71,22.621,925,4.4,5.826,0.951,0.5,36,232,15
30,5,21.54,2.71,22.458,1894,4.4,5.981,0.983,0.5,30,232,17
30,5,21.52,2.71,20.804,865,4.4,5.851,0.863,0.5,36,199,15
30,5,21.54,2.71,21.6,1921,4.4,5.88,0.939,0.5,34,211,15
30,5,21.53,2.71,22.345,1252,4.4,5.908,0.959,0.5,31,212,15
30,5,21.53,2.71,23.525,712,4.4,5.848,0.983,0.5,32,219.5,15
30,5,21.52,2.71,23.616,2165,4.4,6.013,1.016,0.5,31,235.5,16
30,5,21.55,2.71,21.053,1307,4.4,5.855,0.903,0.5,34,222,17
30,5,21.53,2.71,22.351,1172,4.4,5.78,0.959,0.5,29,216,15
30,5,21.53,2.71,23.077,892,4.5,5.879,0.965,0.5,31,220.5,15
30,5,21.53,2.71,21.495,1292,4.5,5.936,0.932,0.5,31,197.5,15
30,5,21.54,2.71,21.964,1973,4.5,5.975,0.971,0.5,30,228,17
30,5,21.52,2.71,21.273,1005,4.5,5.816,0.887,0.5,36,214,15
30,5,21.53,2.71,22.382,1092,4.5,5.828,0.986,0.5,29,213,15
30,5,21.88,3,23.083,2056,4.5,5.791,1.057,0.5,57,286.5,18
30,5,21.54,2.71,23.559,1002,4.5,5.857,1.004,0.5,34,236.5,15
30,5,21.54,2.71,22.576,742,4.5,5.783,0.861,0.5,36,222.5,15
30,5,21.54,2.71,22.621,993,4.5,5.859,0.944,0.5,30,230,15
30,5,21.53,2.71,22.849,1232,4.5,5.909,0.982,0.5,31,220.5,15
30,5,21.54,2.71,22.462,1581,4.5,5.944,0.951,0.5,34,228.5,15
30,5,21.54,2.71,22.286,1913,4.5,5.983,1,0.5,30,226,17
30,5,21.52,2.71,22.482,1825,4.5,5.859,0.954,0.5,31,224.5,16
30,5,21.54,2.71,22.898,881,4.5,5.898,0.957,0.5,34,222,15
30,5,21.54,2.71,23.581,1981,4.6,5.797,0.976,0.5,33,233.5,14
30,5,21.54,2.71,23.173,661,4.6,5.786,0.872,0.5,36,223.5,15
30,5,21.55,2.71,20.984,1687,4.6,5.927,0.906,0.5,34,218.5,17
30,5,21.54,2.71,22.013,1953,4.6,5.993,0.967,0.5,30,223,17
30,5,21.54,2.71,22.288,1421,4.6,5.89,0.962,0.5,35,226.5,15
30,5,21.54,2.71,22.605,1153,4.6,5.94,1.015,0.5,28,228.5,15
30,5,21.54,2.71,23.221,2061,4.6,5.798,1.016,0.5,33,241,15
30,5,21.54,2.71,22.4,781,4.6,5.814,0.914,0.5,36,217.5,15
30,5,21.54,2.71,22.896,2074,4.6,5.979,1.011,0.5,27,239.5,17
30,5,21.53,2.71,22.261,1952,4.6,5.812,0.943,0.5,32,228.5,15
30,5,21.55,2.71,21.164,1348,4.6,5.918,0.887,0.5,34,210,16
30,5,21.88,3,22.501,758,4.6,5.749,0.967,0.5,40,216,13
30,5,21.54,2.71,23.016,2021,4.6,5.826,0.961,0.5,33,226.5,14
30,5,21.53,2.71,22.346,1672,4.7,5.824,0.94,0.5,32,218,15
30,5,21.52,2.71,20.654,885,4.7,5.781,0.892,0.5,36,197,15
30,5,21.54,2.71,22.995,1841,4.7,5.883,0.987,0.5,34,233.5,15
30,5,21.54,2.71,23.213,1161,4.7,5.921,1.044,0.5,34,239.5,15
30,5,21.54,2.71,22.952,901,4.7,5.876,0.993,0.5,34,217.5,15
30,5,21.54,2.71,22.666,1073,4.7,5.948,1.005,0.5,28,224,15
30,5,21.54,2.71,22.77,2042,4.7,5.815,0.972,0.5,33,224.5,14
30,5,21.54,2.71,23.281,1273,4.7,5.925,0.994,0.5,31,232,15
30,5,21.54,2.71,22.582,1573,4.7,5.997,0.97,0.5,31,243,18
30,5,21.54,2.71,22.562,593,4.7,5.817,0.925,0.5,30,214.5,15
30,5,31.8,11.43,25.626,1789,4.7,5.383,1.034,0.5,45,300.5,22
30,3,28.44,11.8,24.395,1599,4.8,5.234,0.974,0.5,100,287,22
30,5,31.93,11.43,28.062,1799,4.8,5.287,1.141,0.5,51,289,20
30,5,21.54,2.71,23.076,933,4.8,5.803,0.951,0.5,30,231.5,15
30,5,21.54,2.71,21.977,1902,4.8,5.873,0.952,0.5,34,222,15
30,5,21.52,2.71,22.715,1805,4.8,5.854,0.972,0.5,31,231,16
30,5,21.54,2.71,22.513,681,4.8,5.803,0.872,0.5,36,215,15
30,5,21.54,2.71,21.814,1374,4.8,5.919,0.942,0.5,31,212.5,15
30,5,21.54,2.71,21.811,2134,4.8,5.971,0.934,0.5,27,222,17
30,5,21.54,2.71,22.537,1633,4.8,5.917,0.987,0.5,30,236.5,18
30,5,21.52,2.71,21.502,985,4.8,5.815,0.911,0.5,36,215,15
30,5,21.52,2.71,23.532,605,4.8,5.812,0.939,0.5,36,228,14
30,5,31.8,11.43,24.952,789,4.8,5.251,1.077,0.5,45,278,22
30,5,21.54,2.71,23.068,1021,4.8,5.86,0.957,0.5,34,229.5,15
30,5,21.54,2.71,21.303,1773,4.8,5.946,0.912,0.5,30,214.5,18
30,5,31.8,11.43,24.244,1590,4.8,5.404,1.122,0.5,45,283,22
30,5,21.52,2.71,22.789,1785,4.8,5.836,0.977,0.5,31,235.5,16
30,3,28.44,11.8,24.754,1799,4.9,5.241,1.006,0.5,100,291.5,22
30,5,21.53,2.71,21.768,1632,4.9,5.821,0.894,0.5,32,203,15
30,4,26.18,6.33,24.679,796,4.9,6.756,1.024,0.5,100,279.5,20
30,5,21.52,2.71,22.661,725,4.9,5.73,0.972,0.5,36,222.5,14
